horario,festividad,lesividad,meteo,lon,lat,num_acc
Tarde,Laborable,No,Despejado,-3.6053333333333333,40.496,0
Tarde,Laborable,No,Despejado,-3.5946666666666665,40.496,0
Tarde,Laborable,No,Lluvia,-3.7546666666666666,40.36,0
Tarde,Laborable,No,Lluvia,-3.744,40.36,0
Tarde,Laborable,No,Lluvia,-3.7333333333333334,40.36,0
Tarde,Laborable,No,Lluvia,-3.7226666666666666,40.36,0
Tarde,Laborable,No,Lluvia,-3.712,40.36,0
Tarde,Laborable,No,Lluvia,-3.7013333333333334,40.36,0
Tarde,Laborable,No,Lluvia,-3.6906666666666665,40.36,0
Tarde,Laborable,No,Lluvia,-3.68,40.36,0
Tarde,Laborable,No,Lluvia,-3.6693333333333333,40.36,0
Tarde,Laborable,No,Lluvia,-3.6586666666666665,40.36,0
Tarde,Laborable,No,Lluvia,-3.648,40.36,0
Tarde,Laborable,No,Lluvia,-3.6373333333333333,40.36,0
Tarde,Laborable,No,Lluvia,-3.6266666666666665,40.36,0
Tarde,Laborable,No,Lluvia,-3.616,40.36,0
Tarde,Laborable,No,Lluvia,-3.7546666666666666,40.368,0
Tarde,Laborable,No,Lluvia,-3.744,40.368,0
Tarde,Laborable,No,Lluvia,-3.7333333333333334,40.368,0
Tarde,Laborable,No,Lluvia,-3.7226666666666666,40.368,0
Tarde,Laborable,No,Lluvia,-3.712,40.368,0
Tarde,Laborable,No,Lluvia,-3.7013333333333334,40.368,0
Tarde,Laborable,No,Lluvia,-3.6906666666666665,40.368,0
Tarde,Laborable,No,Lluvia,-3.68,40.368,0
Tarde,Laborable,No,Lluvia,-3.6693333333333333,40.368,0
Tarde,Laborable,No,Lluvia,-3.648,40.368,0
Tarde,Laborable,No,Lluvia,-3.6373333333333333,40.368,0
Tarde,Laborable,No,Lluvia,-3.6266666666666665,40.368,0
Tarde,Laborable,No,Lluvia,-3.616,40.368,0
Tarde,Laborable,No,Lluvia,-3.7546666666666666,40.376,0
Tarde,Laborable,No,Lluvia,-3.744,40.376,0
Tarde,Laborable,No,Lluvia,-3.7333333333333334,40.376,0
Tarde,Laborable,No,Lluvia,-3.7226666666666666,40.376,0
Tarde,Laborable,No,Lluvia,-3.712,40.376,0
Tarde,Laborable,No,Lluvia,-3.7013333333333334,40.376,0
Tarde,Laborable,No,Lluvia,-3.6906666666666665,40.376,0
Tarde,Laborable,No,Lluvia,-3.68,40.376,0
Tarde,Laborable,No,Lluvia,-3.6693333333333333,40.376,0
Tarde,Laborable,No,Lluvia,-3.648,40.376,0
Tarde,Laborable,No,Lluvia,-3.6373333333333333,40.376,0
Tarde,Laborable,No,Lluvia,-3.6266666666666665,40.376,0
Tarde,Laborable,No,Lluvia,-3.616,40.376,0
Tarde,Laborable,No,Lluvia,-3.6053333333333333,40.376,0
Tarde,Laborable,No,Lluvia,-3.7546666666666666,40.384,0
Tarde,Laborable,No,Lluvia,-3.744,40.384,0
Tarde,Laborable,No,Lluvia,-3.712,40.384,0
Tarde,Laborable,No,Lluvia,-3.7013333333333334,40.384,0
Tarde,Laborable,No,Lluvia,-3.6906666666666665,40.384,0
Tarde,Laborable,No,Lluvia,-3.68,40.384,0
Tarde,Laborable,No,Lluvia,-3.6693333333333333,40.384,0
Tarde,Laborable,No,Lluvia,-3.6586666666666665,40.384,0
Tarde,Laborable,No,Lluvia,-3.648,40.384,0
Tarde,Laborable,No,Lluvia,-3.6373333333333333,40.384,0
Tarde,Laborable,No,Lluvia,-3.6266666666666665,40.384,0
Tarde,Laborable,No,Lluvia,-3.616,40.384,0
Tarde,Laborable,No,Lluvia,-3.6053333333333333,40.384,0
Tarde,Laborable,No,Lluvia,-3.7546666666666666,40.392,0
Tarde,Laborable,No,Lluvia,-3.744,40.392,0
Tarde,Laborable,No,Lluvia,-3.7333333333333334,40.392,0
Tarde,Laborable,No,Lluvia,-3.7226666666666666,40.392,0
Tarde,Laborable,No,Lluvia,-3.712,40.392,0
Tarde,Laborable,No,Lluvia,-3.7013333333333334,40.392,0
Tarde,Laborable,No,Lluvia,-3.6906666666666665,40.392,0
Tarde,Laborable,No,Lluvia,-3.6693333333333333,40.392,0
Tarde,Laborable,No,Lluvia,-3.6586666666666665,40.392,0
Tarde,Laborable,No,Lluvia,-3.648,40.392,0
Tarde,Laborable,No,Lluvia,-3.6373333333333333,40.392,0
Tarde,Laborable,No,Lluvia,-3.6266666666666665,40.392,0
Tarde,Laborable,No,Lluvia,-3.616,40.392,0
Tarde,Laborable,No,Lluvia,-3.6053333333333333,40.392,0
Tarde,Laborable,No,Lluvia,-3.7546666666666666,40.4,0
Tarde,Laborable,No,Lluvia,-3.744,40.4,0
Tarde,Laborable,No,Lluvia,-3.7333333333333334,40.4,0
Tarde,Laborable,No,Lluvia,-3.7226666666666666,40.4,0
Tarde,Laborable,No,Lluvia,-3.712,40.4,0
Tarde,Laborable,No,Lluvia,-3.7013333333333334,40.4,0
Tarde,Laborable,No,Lluvia,-3.6906666666666665,40.4,0
Tarde,Laborable,No,Lluvia,-3.6586666666666665,40.4,0
Tarde,Laborable,No,Lluvia,-3.648,40.4,0
Tarde,Laborable,No,Lluvia,-3.6373333333333333,40.4,0
Tarde,Laborable,No,Lluvia,-3.6053333333333333,40.4,0
Tarde,Laborable,No,Lluvia,-3.7546666666666666,40.408,0
Tarde,Laborable,No,Lluvia,-3.744,40.408,0
Tarde,Laborable,No,Lluvia,-3.7333333333333334,40.408,0
Tarde,Laborable,No,Lluvia,-3.7226666666666666,40.408,0
Tarde,Laborable,No,Lluvia,-3.68,40.408,0
Tarde,Laborable,No,Lluvia,-3.6693333333333333,40.408,0
Tarde,Laborable,No,Lluvia,-3.6586666666666665,40.408,0
Tarde,Laborable,No,Lluvia,-3.648,40.408,0
Tarde,Laborable,No,Lluvia,-3.6373333333333333,40.408,0
Tarde,Laborable,No,Lluvia,-3.6266666666666665,40.408,0
Tarde,Laborable,No,Lluvia,-3.616,40.408,0
Tarde,Laborable,No,Lluvia,-3.6053333333333333,40.408,0
Tarde,Laborable,No,Lluvia,-3.7546666666666666,40.416,0
Tarde,Laborable,No,Lluvia,-3.744,40.416,0
Tarde,Laborable,No,Lluvia,-3.7333333333333334,40.416,0
Tarde,Laborable,No,Lluvia,-3.6586666666666665,40.416,0
Tarde,Laborable,No,Lluvia,-3.648,40.416,0
Tarde,Laborable,No,Lluvia,-3.6373333333333333,40.416,0
Tarde,Laborable,No,Lluvia,-3.6266666666666665,40.416,0
Tarde,Laborable,No,Lluvia,-3.616,40.416,0
Tarde,Laborable,No,Lluvia,-3.6053333333333333,40.416,0
Tarde,Laborable,No,Lluvia,-3.7546666666666666,40.424,0
Tarde,Laborable,No,Lluvia,-3.744,40.424,0
Tarde,Laborable,No,Lluvia,-3.7333333333333334,40.424,0
Tarde,Laborable,No,Lluvia,-3.6586666666666665,40.424,0
Tarde,Laborable,No,Lluvia,-3.648,40.424,0
Tarde,Laborable,No,Lluvia,-3.6373333333333333,40.424,0
Tarde,Laborable,No,Lluvia,-3.6266666666666665,40.424,0
Tarde,Laborable,No,Lluvia,-3.616,40.424,0
Tarde,Laborable,No,Lluvia,-3.6053333333333333,40.424,0
Tarde,Laborable,No,Lluvia,-3.7546666666666666,40.432,0
Tarde,Laborable,No,Lluvia,-3.744,40.432,0
Tarde,Laborable,No,Lluvia,-3.68,40.432,0
Tarde,Laborable,No,Lluvia,-3.6266666666666665,40.432,0
Tarde,Laborable,No,Lluvia,-3.616,40.432,0
Tarde,Laborable,No,Lluvia,-3.6053333333333333,40.432,0
Tarde,Laborable,No,Lluvia,-3.7546666666666666,40.44,0
Tarde,Laborable,No,Lluvia,-3.744,40.44,0
Tarde,Laborable,No,Lluvia,-3.7333333333333334,40.44,0
Tarde,Laborable,No,Lluvia,-3.7226666666666666,40.44,0
Tarde,Laborable,No,Lluvia,-3.68,40.44,0
Tarde,Laborable,No,Lluvia,-3.6693333333333333,40.44,0
Tarde,Laborable,No,Lluvia,-3.6586666666666665,40.44,0
Tarde,Laborable,No,Lluvia,-3.6266666666666665,40.44,0
Tarde,Laborable,No,Lluvia,-3.6053333333333333,40.44,0
Tarde,Laborable,No,Lluvia,-3.7546666666666666,40.448,0
Tarde,Laborable,No,Lluvia,-3.744,40.448,0
Tarde,Laborable,No,Lluvia,-3.68,40.448,0
Tarde,Laborable,No,Lluvia,-3.6693333333333333,40.448,0
Tarde,Laborable,No,Lluvia,-3.6586666666666665,40.448,0
Tarde,Laborable,No,Lluvia,-3.6266666666666665,40.448,0
Tarde,Laborable,No,Lluvia,-3.616,40.448,0
Tarde,Laborable,No,Lluvia,-3.6053333333333333,40.448,0
Tarde,Laborable,No,Lluvia,-3.7546666666666666,40.456,0
Tarde,Laborable,No,Lluvia,-3.744,40.456,0
Tarde,Laborable,No,Lluvia,-3.7333333333333334,40.456,0
Tarde,Laborable,No,Lluvia,-3.7226666666666666,40.456,0
Tarde,Laborable,No,Lluvia,-3.712,40.456,0
Tarde,Laborable,No,Lluvia,-3.68,40.456,0
Tarde,Laborable,No,Lluvia,-3.6586666666666665,40.456,0
Tarde,Laborable,No,Lluvia,-3.648,40.456,0
Tarde,Laborable,No,Lluvia,-3.6373333333333333,40.456,0
Tarde,Laborable,No,Lluvia,-3.6266666666666665,40.456,0
Tarde,Laborable,No,Lluvia,-3.616,40.456,0
Tarde,Laborable,No,Lluvia,-3.6053333333333333,40.456,0
Tarde,Laborable,No,Lluvia,-3.7546666666666666,40.464,0
Tarde,Laborable,No,Lluvia,-3.744,40.464,0
Tarde,Laborable,No,Lluvia,-3.7333333333333334,40.464,0
Tarde,Laborable,No,Lluvia,-3.7226666666666666,40.464,0
Tarde,Laborable,No,Lluvia,-3.6906666666666665,40.464,0
Tarde,Laborable,No,Lluvia,-3.68,40.464,0
Tarde,Laborable,No,Lluvia,-3.6586666666666665,40.464,0
Tarde,Laborable,No,Lluvia,-3.648,40.464,0
Tarde,Laborable,No,Lluvia,-3.6373333333333333,40.464,0
Tarde,Laborable,No,Lluvia,-3.6266666666666665,40.464,0
Tarde,Laborable,No,Lluvia,-3.616,40.464,0
Tarde,Laborable,No,Lluvia,-3.6053333333333333,40.464,0
Tarde,Laborable,No,Lluvia,-3.7546666666666666,40.472,0
Tarde,Laborable,No,Lluvia,-3.744,40.472,0
Tarde,Laborable,No,Lluvia,-3.7333333333333334,40.472,0
Tarde,Laborable,No,Lluvia,-3.7226666666666666,40.472,0
Tarde,Laborable,No,Lluvia,-3.6906666666666665,40.472,0
Tarde,Laborable,No,Lluvia,-3.68,40.472,0
Tarde,Laborable,No,Lluvia,-3.6693333333333333,40.472,0
Tarde,Laborable,No,Lluvia,-3.6586666666666665,40.472,0
Tarde,Laborable,No,Lluvia,-3.648,40.472,0
Tarde,Laborable,No,Lluvia,-3.616,40.472,0
Tarde,Laborable,No,Lluvia,-3.6053333333333333,40.472,0
Tarde,Laborable,No,Lluvia,-3.7546666666666666,40.48,0
Tarde,Laborable,No,Lluvia,-3.744,40.48,0
Tarde,Laborable,No,Lluvia,-3.7333333333333334,40.48,0
Tarde,Laborable,No,Lluvia,-3.7013333333333334,40.48,0
Tarde,Laborable,No,Lluvia,-3.6906666666666665,40.48,0
Tarde,Laborable,No,Lluvia,-3.68,40.48,0
Tarde,Laborable,No,Lluvia,-3.6693333333333333,40.48,0
Tarde,Laborable,No,Lluvia,-3.6586666666666665,40.48,0
Tarde,Laborable,No,Lluvia,-3.648,40.48,0
Tarde,Laborable,No,Lluvia,-3.6373333333333333,40.48,0
Tarde,Laborable,No,Lluvia,-3.6266666666666665,40.48,0
Tarde,Laborable,No,Lluvia,-3.616,40.48,0
Tarde,Laborable,No,Lluvia,-3.6053333333333333,40.48,0
Tarde,Laborable,No,Lluvia,-3.7546666666666666,40.488,0
Tarde,Laborable,No,Lluvia,-3.744,40.488,0
Tarde,Laborable,No,Lluvia,-3.7333333333333334,40.488,0
Tarde,Laborable,No,Lluvia,-3.7226666666666666,40.488,0
Tarde,Laborable,No,Lluvia,-3.7013333333333334,40.488,0
Tarde,Laborable,No,Lluvia,-3.6906666666666665,40.488,0
Tarde,Laborable,No,Lluvia,-3.68,40.488,0
Tarde,Laborable,No,Lluvia,-3.6693333333333333,40.488,0
Tarde,Laborable,No,Lluvia,-3.6586666666666665,40.488,0
Tarde,Laborable,No,Lluvia,-3.648,40.488,0
Tarde,Laborable,No,Lluvia,-3.6373333333333333,40.488,0
Tarde,Laborable,No,Lluvia,-3.6266666666666665,40.488,0
Tarde,Laborable,No,Lluvia,-3.616,40.488,0
Tarde,Laborable,No,Lluvia,-3.6053333333333333,40.488,0
Tarde,Laborable,No,Lluvia,-3.7546666666666666,40.496,0
Tarde,Laborable,No,Lluvia,-3.744,40.496,0
Tarde,Laborable,No,Lluvia,-3.7333333333333334,40.496,0
Tarde,Laborable,No,Lluvia,-3.7013333333333334,40.496,0
Tarde,Laborable,No,Lluvia,-3.6906666666666665,40.496,0
Tarde,Laborable,No,Lluvia,-3.68,40.496,0
Tarde,Laborable,No,Lluvia,-3.6693333333333333,40.496,0
Tarde,Laborable,No,Lluvia,-3.6586666666666665,40.496,0
Tarde,Laborable,No,Lluvia,-3.648,40.496,0
Tarde,Laborable,No,Lluvia,-3.6373333333333333,40.496,0
Tarde,Laborable,No,Lluvia,-3.6266666666666665,40.496,0
Tarde,Laborable,No,Lluvia,-3.616,40.496,0
Tarde,Laborable,No,Lluvia,-3.6053333333333333,40.496,0
Tarde,Laborable,No,Lluvia,-3.7546666666666666,40.504,0
Tarde,Laborable,No,Lluvia,-3.744,40.504,0
Tarde,Laborable,No,Lluvia,-3.7333333333333334,40.504,0
Tarde,Laborable,No,Lluvia,-3.7226666666666666,40.504,0
Tarde,Laborable,No,Lluvia,-3.712,40.504,0
Tarde,Laborable,No,Lluvia,-3.7013333333333334,40.504,0
Tarde,Laborable,No,Lluvia,-3.6906666666666665,40.504,0
Tarde,Laborable,No,Lluvia,-3.68,40.504,0
Tarde,Laborable,No,Lluvia,-3.6693333333333333,40.504,0
Tarde,Laborable,No,Lluvia,-3.6586666666666665,40.504,0
Tarde,Laborable,No,Lluvia,-3.648,40.504,0
Tarde,Laborable,No,Lluvia,-3.6373333333333333,40.504,0
Tarde,Laborable,No,Lluvia,-3.6266666666666665,40.504,0
Tarde,Laborable,No,Lluvia,-3.616,40.504,0
Tarde,Laborable,No,Lluvia,-3.6053333333333333,40.504,0
Tarde,Laborable,No,Lluvia,-3.7546666666666666,40.512,0
Tarde,Laborable,No,Lluvia,-3.744,40.512,0
Tarde,Laborable,No,Lluvia,-3.7333333333333334,40.512,0
Tarde,Laborable,No,Lluvia,-3.7226666666666666,40.512,0
Tarde,Laborable,No,Lluvia,-3.712,40.512,0
Tarde,Laborable,No,Lluvia,-3.7013333333333334,40.512,0
Tarde,Laborable,No,Lluvia,-3.6906666666666665,40.512,0
Tarde,Laborable,No,Lluvia,-3.68,40.512,0
Tarde,Laborable,No,Lluvia,-3.6693333333333333,40.512,0
Tarde,Laborable,No,Lluvia,-3.6586666666666665,40.512,0
Tarde,Laborable,No,Lluvia,-3.648,40.512,0
Tarde,Laborable,No,Lluvia,-3.6373333333333333,40.512,0
Tarde,Laborable,No,Lluvia,-3.6266666666666665,40.512,0
Tarde,Laborable,No,Lluvia,-3.616,40.512,0
Tarde,Laborable,No,Lluvia,-3.6053333333333333,40.512,0
Tarde,Laborable,No,Lluvia,-3.7546666666666666,40.52,0
Tarde,Laborable,No,Lluvia,-3.744,40.52,0
Tarde,Laborable,No,Lluvia,-3.7333333333333334,40.52,0
Tarde,Laborable,No,Lluvia,-3.7226666666666666,40.52,0
Tarde,Laborable,No,Lluvia,-3.712,40.52,0
Tarde,Laborable,No,Lluvia,-3.7013333333333334,40.52,0
Tarde,Laborable,No,Lluvia,-3.6906666666666665,40.52,0
Tarde,Laborable,No,Lluvia,-3.68,40.52,0
Tarde,Laborable,No,Lluvia,-3.6693333333333333,40.52,0
Tarde,Laborable,No,Lluvia,-3.6586666666666665,40.52,0
Tarde,Laborable,No,Lluvia,-3.648,40.52,0
Tarde,Laborable,No,Lluvia,-3.6373333333333333,40.52,0
Tarde,Laborable,No,Lluvia,-3.6266666666666665,40.52,0
Tarde,Laborable,No,Lluvia,-3.616,40.52,0
Tarde,Laborable,No,Lluvia,-3.6053333333333333,40.52,0
Tarde,Vispera,No,Despejado,-3.7546666666666666,40.344,0
Tarde,Vispera,No,Despejado,-3.744,40.344,0
Tarde,Vispera,No,Despejado,-3.7333333333333334,40.344,0
Tarde,Vispera,No,Despejado,-3.7226666666666666,40.344,0
Tarde,Vispera,No,Despejado,-3.7013333333333334,40.344,0
Tarde,Vispera,No,Despejado,-3.68,40.344,0
Tarde,Vispera,No,Despejado,-3.6693333333333333,40.344,0
Tarde,Vispera,No,Despejado,-3.6586666666666665,40.344,0
Tarde,Vispera,No,Despejado,-3.648,40.344,0
Tarde,Vispera,No,Despejado,-3.6373333333333333,40.344,0
Tarde,Vispera,No,Despejado,-3.6266666666666665,40.344,0
Tarde,Vispera,No,Despejado,-3.616,40.344,0
Tarde,Vispera,No,Despejado,-3.6053333333333333,40.344,0
Tarde,Vispera,No,Despejado,-3.7546666666666666,40.352,0
Tarde,Vispera,No,Despejado,-3.744,40.352,0
Tarde,Vispera,No,Despejado,-3.7333333333333334,40.352,0
Tarde,Vispera,No,Despejado,-3.7226666666666666,40.352,0
Tarde,Vispera,No,Despejado,-3.712,40.352,0
Tarde,Vispera,No,Despejado,-3.7013333333333334,40.352,0
Tarde,Vispera,No,Despejado,-3.68,40.352,0
Tarde,Vispera,No,Despejado,-3.6693333333333333,40.352,0
Tarde,Vispera,No,Despejado,-3.6586666666666665,40.352,0
Tarde,Vispera,No,Despejado,-3.648,40.352,0
Tarde,Vispera,No,Despejado,-3.6373333333333333,40.352,0
Tarde,Vispera,No,Despejado,-3.6266666666666665,40.352,0
Tarde,Vispera,No,Despejado,-3.616,40.352,0
Tarde,Vispera,No,Despejado,-3.6053333333333333,40.352,0
Tarde,Vispera,No,Despejado,-3.7546666666666666,40.36,0
Tarde,Vispera,No,Despejado,-3.744,40.36,0
Tarde,Vispera,No,Despejado,-3.7333333333333334,40.36,0
Tarde,Vispera,No,Despejado,-3.7226666666666666,40.36,0
Tarde,Vispera,No,Despejado,-3.712,40.36,0
Tarde,Vispera,No,Despejado,-3.7013333333333334,40.36,0
Tarde,Vispera,No,Despejado,-3.6906666666666665,40.36,0
Tarde,Vispera,No,Despejado,-3.68,40.36,0
Tarde,Vispera,No,Despejado,-3.6693333333333333,40.36,0
Tarde,Vispera,No,Despejado,-3.6586666666666665,40.36,0
Tarde,Vispera,No,Despejado,-3.648,40.36,0
Tarde,Vispera,No,Despejado,-3.6373333333333333,40.36,0
Tarde,Vispera,No,Despejado,-3.6266666666666665,40.36,0
Tarde,Vispera,No,Despejado,-3.616,40.36,0
Tarde,Vispera,No,Despejado,-3.6053333333333333,40.36,0
Tarde,Vispera,No,Despejado,-3.7546666666666666,40.368,0
Tarde,Vispera,No,Despejado,-3.744,40.368,0
Tarde,Vispera,No,Despejado,-3.712,40.368,0
Tarde,Vispera,No,Despejado,-3.7013333333333334,40.368,0
Tarde,Vispera,No,Despejado,-3.6906666666666665,40.368,0
Tarde,Vispera,No,Despejado,-3.68,40.368,0
Tarde,Vispera,No,Despejado,-3.6693333333333333,40.368,0
Tarde,Vispera,No,Despejado,-3.6586666666666665,40.368,0
Tarde,Vispera,No,Despejado,-3.648,40.368,0
Tarde,Vispera,No,Despejado,-3.6373333333333333,40.368,0
Tarde,Vispera,No,Despejado,-3.6266666666666665,40.368,0
Tarde,Vispera,No,Despejado,-3.616,40.368,0
Tarde,Vispera,No,Despejado,-3.6053333333333333,40.368,0
Tarde,Vispera,No,Despejado,-3.7546666666666666,40.376,0
Tarde,Vispera,No,Despejado,-3.744,40.376,0
Tarde,Vispera,No,Despejado,-3.712,40.376,0
Tarde,Vispera,No,Despejado,-3.7013333333333334,40.376,0
Tarde,Vispera,No,Despejado,-3.6906666666666665,40.376,0
Tarde,Vispera,No,Despejado,-3.68,40.376,0
Tarde,Vispera,No,Despejado,-3.6693333333333333,40.376,0
Tarde,Vispera,No,Despejado,-3.6586666666666665,40.376,0
Tarde,Vispera,No,Despejado,-3.648,40.376,0
Tarde,Vispera,No,Despejado,-3.6373333333333333,40.376,0
Tarde,Vispera,No,Despejado,-3.6266666666666665,40.376,0
Tarde,Vispera,No,Despejado,-3.616,40.376,0
Tarde,Vispera,No,Despejado,-3.6053333333333333,40.376,0
Tarde,Vispera,No,Despejado,-3.7546666666666666,40.384,0
Tarde,Vispera,No,Despejado,-3.744,40.384,0
Tarde,Vispera,No,Despejado,-3.7226666666666666,40.384,0
Tarde,Vispera,No,Despejado,-3.712,40.384,0
Tarde,Vispera,No,Despejado,-3.7013333333333334,40.384,0
Tarde,Vispera,No,Despejado,-3.6906666666666665,40.384,0
Tarde,Vispera,No,Despejado,-3.68,40.384,0
Tarde,Vispera,No,Despejado,-3.6693333333333333,40.384,0
Tarde,Vispera,No,Despejado,-3.6586666666666665,40.384,0
Tarde,Vispera,No,Despejado,-3.6266666666666665,40.384,0
Tarde,Vispera,No,Despejado,-3.616,40.384,0
Tarde,Vispera,No,Despejado,-3.6053333333333333,40.384,0
Tarde,Vispera,No,Despejado,-3.7546666666666666,40.392,0
Tarde,Vispera,No,Despejado,-3.744,40.392,0
Tarde,Vispera,No,Despejado,-3.7226666666666666,40.392,0
Tarde,Vispera,No,Despejado,-3.712,40.392,0
Tarde,Vispera,No,Despejado,-3.68,40.392,0
Tarde,Vispera,No,Despejado,-3.6693333333333333,40.392,0
Tarde,Vispera,No,Despejado,-3.6266666666666665,40.392,0
Tarde,Vispera,No,Despejado,-3.616,40.392,0
Tarde,Vispera,No,Despejado,-3.6053333333333333,40.392,0
Tarde,Vispera,No,Despejado,-3.7546666666666666,40.4,0
Tarde,Vispera,No,Despejado,-3.7333333333333334,40.4,0
Tarde,Vispera,No,Despejado,-3.7226666666666666,40.4,0
Tarde,Vispera,No,Despejado,-3.712,40.4,0
Tarde,Vispera,No,Despejado,-3.6373333333333333,40.4,0
Tarde,Vispera,No,Despejado,-3.6266666666666665,40.4,0
Tarde,Vispera,No,Despejado,-3.616,40.4,0
Tarde,Vispera,No,Despejado,-3.6053333333333333,40.4,0
Tarde,Vispera,No,Despejado,-3.7546666666666666,40.408,0
Tarde,Vispera,No,Despejado,-3.7333333333333334,40.408,0
Tarde,Vispera,No,Despejado,-3.6586666666666665,40.408,0
Tarde,Vispera,No,Despejado,-3.648,40.408,0
Tarde,Vispera,No,Despejado,-3.6373333333333333,40.408,0
Tarde,Vispera,No,Despejado,-3.6266666666666665,40.408,0
Tarde,Vispera,No,Despejado,-3.616,40.408,0
Tarde,Vispera,No,Despejado,-3.6053333333333333,40.408,0
Tarde,Vispera,No,Despejado,-3.7546666666666666,40.416,0
Tarde,Vispera,No,Despejado,-3.744,40.416,0
Tarde,Vispera,No,Despejado,-3.6693333333333333,40.416,0
Tarde,Vispera,No,Despejado,-3.6586666666666665,40.416,0
Tarde,Vispera,No,Despejado,-3.648,40.416,0
Tarde,Vispera,No,Despejado,-3.6373333333333333,40.416,0
Tarde,Vispera,No,Despejado,-3.6266666666666665,40.416,0
Tarde,Vispera,No,Despejado,-3.616,40.416,0
Tarde,Vispera,No,Despejado,-3.6053333333333333,40.416,0
Tarde,Vispera,No,Despejado,-3.7546666666666666,40.424,0
Tarde,Vispera,No,Despejado,-3.744,40.424,0
Tarde,Vispera,No,Despejado,-3.7333333333333334,40.424,0
Tarde,Vispera,No,Despejado,-3.6693333333333333,40.424,0
Tarde,Vispera,No,Despejado,-3.6586666666666665,40.424,0
Tarde,Vispera,No,Despejado,-3.648,40.424,0
Tarde,Vispera,No,Despejado,-3.6373333333333333,40.424,0
Tarde,Vispera,No,Despejado,-3.6266666666666665,40.424,0
Tarde,Vispera,No,Despejado,-3.616,40.424,0
Tarde,Vispera,No,Despejado,-3.6053333333333333,40.424,0
Tarde,Vispera,No,Despejado,-3.7546666666666666,40.432,0
Tarde,Vispera,No,Despejado,-3.744,40.432,0
Tarde,Vispera,No,Despejado,-3.6693333333333333,40.432,0
Tarde,Vispera,No,Despejado,-3.6373333333333333,40.432,0
Tarde,Vispera,No,Despejado,-3.6266666666666665,40.432,0
Tarde,Vispera,No,Despejado,-3.616,40.432,0
Tarde,Vispera,No,Despejado,-3.6053333333333333,40.432,0
Tarde,Vispera,No,Despejado,-3.7546666666666666,40.44,0
Tarde,Vispera,No,Despejado,-3.744,40.44,0
Tarde,Vispera,No,Despejado,-3.7333333333333334,40.44,0
Tarde,Vispera,No,Despejado,-3.7226666666666666,40.44,0
Tarde,Vispera,No,Despejado,-3.712,40.44,0
Tarde,Vispera,No,Despejado,-3.68,40.44,0
Tarde,Vispera,No,Despejado,-3.6693333333333333,40.44,0
Tarde,Vispera,No,Despejado,-3.6586666666666665,40.44,0
Tarde,Vispera,No,Despejado,-3.648,40.44,0
Tarde,Vispera,No,Despejado,-3.6373333333333333,40.44,0
Tarde,Vispera,No,Despejado,-3.6266666666666665,40.44,0
Tarde,Vispera,No,Despejado,-3.616,40.44,0
Tarde,Vispera,No,Despejado,-3.6053333333333333,40.44,0
Tarde,Vispera,No,Despejado,-3.7546666666666666,40.448,0
Tarde,Vispera,No,Despejado,-3.744,40.448,0
Tarde,Vispera,No,Despejado,-3.7333333333333334,40.448,0
Tarde,Vispera,No,Despejado,-3.7226666666666666,40.448,0
Tarde,Vispera,No,Despejado,-3.712,40.448,0
Tarde,Vispera,No,Despejado,-3.6906666666666665,40.448,0
Tarde,Vispera,No,Despejado,-3.68,40.448,0
Tarde,Vispera,No,Despejado,-3.6693333333333333,40.448,0
Tarde,Vispera,No,Despejado,-3.6586666666666665,40.448,0
Tarde,Vispera,No,Despejado,-3.648,40.448,0
Tarde,Vispera,No,Despejado,-3.6373333333333333,40.448,0
Tarde,Vispera,No,Despejado,-3.6266666666666665,40.448,0
Tarde,Vispera,No,Despejado,-3.616,40.448,0
Tarde,Vispera,No,Despejado,-3.6053333333333333,40.448,0
Tarde,Vispera,No,Despejado,-3.7546666666666666,40.456,0
Tarde,Vispera,No,Despejado,-3.744,40.456,0
Tarde,Vispera,No,Despejado,-3.7333333333333334,40.456,0
Tarde,Vispera,No,Despejado,-3.7226666666666666,40.456,0
Tarde,Vispera,No,Despejado,-3.712,40.456,0
Tarde,Vispera,No,Despejado,-3.6906666666666665,40.456,0
Tarde,Vispera,No,Despejado,-3.6586666666666665,40.456,0
Tarde,Vispera,No,Despejado,-3.648,40.456,0
Tarde,Vispera,No,Despejado,-3.6373333333333333,40.456,0
Tarde,Vispera,No,Despejado,-3.6266666666666665,40.456,0
Tarde,Vispera,No,Despejado,-3.616,40.456,0
Tarde,Vispera,No,Despejado,-3.7546666666666666,40.464,0
Tarde,Vispera,No,Despejado,-3.744,40.464,0
Tarde,Vispera,No,Despejado,-3.7333333333333334,40.464,0
Tarde,Vispera,No,Despejado,-3.7226666666666666,40.464,0
Tarde,Vispera,No,Despejado,-3.7013333333333334,40.464,0
Tarde,Vispera,No,Despejado,-3.6906666666666665,40.464,0
Tarde,Vispera,No,Despejado,-3.68,40.464,0
Tarde,Vispera,No,Despejado,-3.6693333333333333,40.464,0
Tarde,Vispera,No,Despejado,-3.6586666666666665,40.464,0
Tarde,Vispera,No,Despejado,-3.648,40.464,0
Tarde,Vispera,No,Despejado,-3.6373333333333333,40.464,0
Tarde,Vispera,No,Despejado,-3.6266666666666665,40.464,0
Tarde,Vispera,No,Despejado,-3.616,40.464,0
Tarde,Vispera,No,Despejado,-3.7546666666666666,40.472,0
Tarde,Vispera,No,Despejado,-3.744,40.472,0
